## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD22,BXD22,BXD22,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,705,727,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD24,BXD24,BXD24,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,816,775,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD24,BXD24,BXD24,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,737,814,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD27,BXD27,BXD27,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,806,860,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD27,BXD27,BXD27,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,766,832,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD28,BXD28,BXD28,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,793,798,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD28,BXD28,BXD28,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,561,588,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD29,BXD29,BXD29,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,725,792,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD29,BXD29,BXD29,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,746,804,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD30,BXD30,BXD30,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,788,815,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD30,BXD30,BXD30,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,717,700,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD31,BXD31,BXD31,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,346,,,,,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD31,BXD31,BXD31,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,549,,,,,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD32,BXD32,BXD32,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,598,704,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD32,BXD32,BXD32,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,531,561,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD33,BXD33,BXD33,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,830,821,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD33,BXD33,BXD33,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,893,911,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD34,BXD34,BXD34,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,890,942,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD34,BXD34,BXD34,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,738,763,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD38,BXD38,BXD38,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,693,689,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD38,BXD38,BXD38,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,827,866,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD39,BXD39,BXD39,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,692,747,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD39,BXD39,BXD39,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,613,669,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD40,BXD40,BXD40,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,539,610,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD40,BXD40,BXD40,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,787,796,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD42,BXD42,BXD42,Inbred,female,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12564&dataset=BXDPublish,549,575,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Quantitative Trait Loci (QTL) analysis of longevity in C57BL/6J by DBA/2J (BXD) recombinant inbred mice,Pennsylvania State University,Lang,McClearn,"Dean H Lang, Glenn S Gerhard, James W Griffith, George P Vogler, David J Vandenbergh, David A Blizard, Joseph T Stout, Joan M Lakoski, Gerald E McClearn",,,2008,Primary,Genetic interventions,Genetic interventions,BXD42,BXD42,BXD42,Inbred,male,Birth,28,Control,,Purina chow,12-hour light/dark,7:30 AM/7:30 PM,,,,,No,No,http://www.genenetwork.org/show_trait?trait_id=12563&dataset=BXDPublish,704,760,,,12,,,,,,,https://link.springer.com/article/10.1007/BF03324809,https://doi.org/10.1007/BF03324809
,Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,University of Texas Health Science Center,Liao,Nelson,"Chen-Yu Liao, Brad A Rikke, Thomas E Johnson, Vivian Diaz, James F Nelson",,,2010,Primary,Genetic interventions,Genetic interventions,ILSXISS3/TejJ,ILSXISS3/TejJ,ILSXISS3/TejJ,Inbred,female,Birth,28,Control,,Harlan-Teklad 7912,,,,,,SPF,Yes,NA,https://phenome.jax.org/measures/34109,975,,85.1,190.2893849,5,0.195,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1474-9726.2009.00533.x,https://doi.org/10.1111/j.1474-9726.2009.00533.x
,Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,University of Texas Health Science Center,Liao,Nelson,"Chen-Yu Liao, Brad A Rikke, Thomas E Johnson, Vivian Diaz, James F Nelson",,,2010,Primary,Genetic interventions,Dietry interventions,ILSXISS3/TejJ,ILSXISS3/TejJ,ILSXISS3/TejJ,Inbred,male,Birth,28,Control,,Harlan-Teklad 7912,,,,,,SPF,Yes,NA,https://phenome.jax.org/measures/34109,552,,195,436.0332556,5,0.789,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1474-9726.2009.00533.x,https://doi.org/10.1111/j.1474-9726.2009.00533.x
,Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,University of Texas Health Science Center,Liao,Nelson,"Chen-Yu Liao, Brad A Rikke, Thomas E Johnson, Vivian Diaz, James F Nelson",,,2010,Primary,Genetic interventions,Dietry interventions,ILSXISS7/TejJ,ILSXISS7/TejJ,ILSXISS7/TejJ,Inbred,female,Birth,28,Control,,Harlan-Teklad 7912,,,,,,SPF,Yes,NA,https://phenome.jax.org/measures/34109,1074,,59.4,132.8224379,5,0.124,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1474-9726.2009.00533.x,https://doi.org/10.1111/j.1474-9726.2009.00533.x
,Genetic variation in the murine lifespan response to dietary restriction: from life extension to life shortening,University of Texas Health Science Center,Liao,Nelson,"Chen-Yu Liao, Brad A Rikke, Thomas E Johnson, Vivian Diaz, James F Nelson",,,2010,Primary,Genetic interventions,Dietry interventions,ILSXISS7/TejJ,ILSXISS7/TejJ,ILSXISS7/TejJ,Inbred,male,Birth,28,Control,,Harlan-Teklad 7912,,,,,,SPF,Yes,NA,https://phenome.jax.org/measures/34109,1047,,25.6,57.24334022,5,0.0546,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1474-9726.2009.00533.x,https://doi.org/10.1111/j.1474-9726.2009.00533.x
